mac_id,area_km2,vel_asc_mm_yr,vel_desc_mm_yr,mean_vv,mean_vh,kvh,slope_deg,elevation_m,spatial_overlap,has_both_orbits,classification,confidence,risk_score
1,1.6960000000000002,-9.881722450256348,-8.689745167476168,-0.755724461900996,71.42408282660983,0.010580807220931302,51.420814514160156,966.3248291015625,0.9644268774703557,True,potential_landslide,1,1.86
