scene_id,platform,acquisition_date,orbit_pass,relative_orbit,absolute_orbit,polarization,size_mb,gap_days
S1A_IW_SLC__1SDV_20181105T105808_20181105T105835_024452_02AE1F_D713,Sentinel-1A,2018-11-05 10:58:08+00:00,ASCENDING,55,24452,VV+VH,4582.0,11.0
S1A_IW_SLC__1SDV_20181105T105833_20181105T105900_024452_02AE1F_1BEA,Sentinel-1A,2018-11-05 10:58:33+00:00,ASCENDING,55,24452,VV+VH,4601.1,0.0
S1A_IW_SLC__1SDV_20181129T105807_20181129T105834_024802_02BAE7_9EF7,Sentinel-1A,2018-11-29 10:58:07+00:00,ASCENDING,55,24802,VV+VH,4576.1,23.0
S1A_IW_SLC__1SDV_20181129T105832_20181129T105859_024802_02BAE7_720A,Sentinel-1A,2018-11-29 10:58:32+00:00,ASCENDING,55,24802,VV+VH,4590.4,0.0
S1A_IW_SLC__1SDV_20181211T105807_20181211T105834_024977_02C0DE_D6F1,Sentinel-1A,2018-12-11 10:58:07+00:00,ASCENDING,55,24977,VV+VH,4595.6,11.0
S1A_IW_SLC__1SDV_20181211T105831_20181211T105858_024977_02C0DE_83C8,Sentinel-1A,2018-12-11 10:58:31+00:00,ASCENDING,55,24977,VV+VH,4560.1,0.0
S1A_IW_SLC__1SDV_20181223T105806_20181223T105833_025152_02C72A_0DED,Sentinel-1A,2018-12-23 10:58:06+00:00,ASCENDING,55,25152,VV+VH,4586.5,11.0
S1A_IW_SLC__1SDV_20181223T105831_20181223T105858_025152_02C72A_728B,Sentinel-1A,2018-12-23 10:58:31+00:00,ASCENDING,55,25152,VV+VH,4583.8,0.0
S1A_IW_SLC__1SDV_20190104T105805_20190104T105833_025327_02CD7B_3E8C,Sentinel-1A,2019-01-04 10:58:05+00:00,ASCENDING,55,25327,VV+VH,4766.7,11.0
S1A_IW_SLC__1SDV_20190104T105831_20190104T105858_025327_02CD7B_F353,Sentinel-1A,2019-01-04 10:58:31+00:00,ASCENDING,55,25327,VV+VH,4614.3,0.0
S1A_IW_SLC__1SDV_20190116T105805_20190116T105832_025502_02D3CC_D364,Sentinel-1A,2019-01-16 10:58:05+00:00,ASCENDING,55,25502,VV+VH,4763.8,11.0
S1A_IW_SLC__1SDV_20190116T105830_20190116T105857_025502_02D3CC_C58E,Sentinel-1A,2019-01-16 10:58:30+00:00,ASCENDING,55,25502,VV+VH,4593.6,0.0
S1A_IW_SLC__1SDV_20190128T105805_20190128T105832_025677_02DA30_A11A,Sentinel-1A,2019-01-28 10:58:05+00:00,ASCENDING,55,25677,VV+VH,4576.8,11.0
S1A_IW_SLC__1SDV_20190128T105830_20190128T105857_025677_02DA30_487E,Sentinel-1A,2019-01-28 10:58:30+00:00,ASCENDING,55,25677,VV+VH,4597.3,0.0
S1A_IW_SLC__1SDV_20190209T105805_20190209T105831_025852_02E07D_1366,Sentinel-1A,2019-02-09 10:58:05+00:00,ASCENDING,55,25852,VV+VH,4568.9,11.0
S1A_IW_SLC__1SDV_20190209T105829_20190209T105856_025852_02E07D_1898,Sentinel-1A,2019-02-09 10:58:29+00:00,ASCENDING,55,25852,VV+VH,4580.8,0.0
S1A_IW_SLC__1SDV_20190221T105804_20190221T105831_026027_02E6AE_F7EE,Sentinel-1A,2019-02-21 10:58:04+00:00,ASCENDING,55,26027,VV+VH,4748.5,11.0
S1A_IW_SLC__1SDV_20190221T105829_20190221T105856_026027_02E6AE_BF47,Sentinel-1A,2019-02-21 10:58:29+00:00,ASCENDING,55,26027,VV+VH,4573.9,0.0
S1A_IW_SLC__1SDV_20190305T105805_20190305T105832_026202_02ECF9_149C,Sentinel-1A,2019-03-05 10:58:05+00:00,ASCENDING,55,26202,VV+VH,4590.5,11.0
S1A_IW_SLC__1SDV_20190305T105829_20190305T105856_026202_02ECF9_016A,Sentinel-1A,2019-03-05 10:58:29+00:00,ASCENDING,55,26202,VV+VH,4606.7,0.0
S1A_IW_SLC__1SDV_20190317T105805_20190317T105832_026377_02F36B_C92A,Sentinel-1A,2019-03-17 10:58:05+00:00,ASCENDING,55,26377,VV+VH,4616.3,11.0
S1A_IW_SLC__1SDV_20190317T105829_20190317T105856_026377_02F36B_834C,Sentinel-1A,2019-03-17 10:58:29+00:00,ASCENDING,55,26377,VV+VH,4614.4,0.0
S1A_IW_SLC__1SDV_20190329T105805_20190329T105832_026552_02F9D7_E371,Sentinel-1A,2019-03-29 10:58:05+00:00,ASCENDING,55,26552,VV+VH,4575.8,11.0
S1A_IW_SLC__1SDV_20190329T105830_20190329T105857_026552_02F9D7_BE53,Sentinel-1A,2019-03-29 10:58:30+00:00,ASCENDING,55,26552,VV+VH,4592.1,0.0
S1A_IW_SLC__1SDV_20190410T105805_20190410T105832_026727_030049_31A8,Sentinel-1A,2019-04-10 10:58:05+00:00,ASCENDING,55,26727,VV+VH,4582.8,11.0
S1A_IW_SLC__1SDV_20190410T105830_20190410T105857_026727_030049_92F2,Sentinel-1A,2019-04-10 10:58:30+00:00,ASCENDING,55,26727,VV+VH,4606.1,0.0
S1A_IW_SLC__1SDV_20190422T105806_20190422T105833_026902_030695_B4D4,Sentinel-1A,2019-04-22 10:58:06+00:00,ASCENDING,55,26902,VV+VH,4585.9,11.0
S1A_IW_SLC__1SDV_20190422T105831_20190422T105857_026902_030695_B2D4,Sentinel-1A,2019-04-22 10:58:31+00:00,ASCENDING,55,26902,VV+VH,4607.1,0.0
S1A_IW_SLC__1SDV_20190504T105806_20190504T105833_027077_030CF7_FAFA,Sentinel-1A,2019-05-04 10:58:06+00:00,ASCENDING,55,27077,VV+VH,4616.8,11.0
S1A_IW_SLC__1SDV_20190504T105831_20190504T105858_027077_030CF7_BA08,Sentinel-1A,2019-05-04 10:58:31+00:00,ASCENDING,55,27077,VV+VH,4636.5,0.0
S1A_IW_SLC__1SDV_20190516T105807_20190516T105834_027252_03129B_CCC6,Sentinel-1A,2019-05-16 10:58:07+00:00,ASCENDING,55,27252,VV+VH,4592.3,11.0
S1A_IW_SLC__1SDV_20190516T105831_20190516T105858_027252_03129B_BFD9,Sentinel-1A,2019-05-16 10:58:31+00:00,ASCENDING,55,27252,VV+VH,4611.6,0.0
S1A_IW_SLC__1SDV_20190528T105807_20190528T105834_027427_031811_DB8C,Sentinel-1A,2019-05-28 10:58:07+00:00,ASCENDING,55,27427,VV+VH,4633.5,11.0
S1A_IW_SLC__1SDV_20190528T105832_20190528T105859_027427_031811_3BB0,Sentinel-1A,2019-05-28 10:58:32+00:00,ASCENDING,55,27427,VV+VH,4657.4,0.0
S1A_IW_SLC__1SDV_20190609T105808_20190609T105835_027602_031D76_E4E5,Sentinel-1A,2019-06-09 10:58:08+00:00,ASCENDING,55,27602,VV+VH,4603.9,11.0
S1A_IW_SLC__1SDV_20190609T105833_20190609T105900_027602_031D76_E8D6,Sentinel-1A,2019-06-09 10:58:33+00:00,ASCENDING,55,27602,VV+VH,4618.3,0.0
S1A_IW_SLC__1SDV_20190621T105809_20190621T105835_027777_0322AD_02CA,Sentinel-1A,2019-06-21 10:58:09+00:00,ASCENDING,55,27777,VV+VH,4608.9,11.0
S1A_IW_SLC__1SDV_20190621T105833_20190621T105900_027777_0322AD_21DB,Sentinel-1A,2019-06-21 10:58:33+00:00,ASCENDING,55,27777,VV+VH,4628.4,0.0
S1A_IW_SLC__1SDV_20190703T105809_20190703T105836_027952_0327F3_35C6,Sentinel-1A,2019-07-03 10:58:09+00:00,ASCENDING,55,27952,VV+VH,4645.5,11.0
S1A_IW_SLC__1SDV_20190703T105834_20190703T105901_027952_0327F3_D1FD,Sentinel-1A,2019-07-03 10:58:34+00:00,ASCENDING,55,27952,VV+VH,4635.4,0.0
S1A_IW_SLC__1SDV_20190715T105810_20190715T105837_028127_032D3F_CEED,Sentinel-1A,2019-07-15 10:58:10+00:00,ASCENDING,55,28127,VV+VH,4626.1,11.0
S1A_IW_SLC__1SDV_20190715T105835_20190715T105902_028127_032D3F_ACD6,Sentinel-1A,2019-07-15 10:58:35+00:00,ASCENDING,55,28127,VV+VH,4647.0,0.0
S1A_IW_SLC__1SDV_20190727T105811_20190727T105838_028302_033296_35AB,Sentinel-1A,2019-07-27 10:58:11+00:00,ASCENDING,55,28302,VV+VH,4600.2,11.0
S1A_IW_SLC__1SDV_20190727T105836_20190727T105903_028302_033296_E482,Sentinel-1A,2019-07-27 10:58:36+00:00,ASCENDING,55,28302,VV+VH,4626.6,0.0
S1A_IW_SLC__1SDV_20190808T105812_20190808T105839_028477_0337F5_BE89,Sentinel-1A,2019-08-08 10:58:12+00:00,ASCENDING,55,28477,VV+VH,4613.0,11.0
S1A_IW_SLC__1SDV_20190808T105837_20190808T105904_028477_0337F5_709E,Sentinel-1A,2019-08-08 10:58:37+00:00,ASCENDING,55,28477,VV+VH,4621.5,0.0
S1A_IW_SLC__1SDV_20190820T105812_20190820T105839_028652_033E05_C29D,Sentinel-1A,2019-08-20 10:58:12+00:00,ASCENDING,55,28652,VV+VH,4606.4,11.0
S1A_IW_SLC__1SDV_20190820T105837_20190820T105904_028652_033E05_ABC4,Sentinel-1A,2019-08-20 10:58:37+00:00,ASCENDING,55,28652,VV+VH,4620.4,0.0
S1A_IW_SLC__1SDV_20190901T105813_20190901T105840_028827_034420_3C80,Sentinel-1A,2019-09-01 10:58:13+00:00,ASCENDING,55,28827,VV+VH,4624.6,11.0
S1A_IW_SLC__1SDV_20190901T105838_20190901T105905_028827_034420_FF60,Sentinel-1A,2019-09-01 10:58:38+00:00,ASCENDING,55,28827,VV+VH,4616.3,0.0
S1A_IW_SLC__1SDV_20190913T105813_20190913T105840_029002_034A32_D39A,Sentinel-1A,2019-09-13 10:58:13+00:00,ASCENDING,55,29002,VV+VH,4594.6,11.0
S1A_IW_SLC__1SDV_20190913T105838_20190913T105905_029002_034A32_C7BB,Sentinel-1A,2019-09-13 10:58:38+00:00,ASCENDING,55,29002,VV+VH,4617.7,0.0
S1A_IW_SLC__1SDV_20190925T105814_20190925T105841_029177_035025_3C27,Sentinel-1A,2019-09-25 10:58:14+00:00,ASCENDING,55,29177,VV+VH,4566.6,11.0
S1A_IW_SLC__1SDV_20190925T105839_20190925T105906_029177_035025_02BE,Sentinel-1A,2019-09-25 10:58:39+00:00,ASCENDING,55,29177,VV+VH,4591.2,0.0
S1A_IW_SLC__1SDV_20191007T105814_20191007T105841_029352_035636_8FD4,Sentinel-1A,2019-10-07 10:58:14+00:00,ASCENDING,55,29352,VV+VH,4596.3,11.0
S1A_IW_SLC__1SDV_20191007T105839_20191007T105906_029352_035636_7B31,Sentinel-1A,2019-10-07 10:58:39+00:00,ASCENDING,55,29352,VV+VH,4612.5,0.0
S1A_IW_SLC__1SDV_20191019T105814_20191019T105841_029527_035C3B_5187,Sentinel-1A,2019-10-19 10:58:14+00:00,ASCENDING,55,29527,VV+VH,4567.5,11.0
S1A_IW_SLC__1SDV_20191019T105839_20191019T105906_029527_035C3B_BA4E,Sentinel-1A,2019-10-19 10:58:39+00:00,ASCENDING,55,29527,VV+VH,4593.1,0.0
S1A_IW_SLC__1SDV_20191031T105814_20191031T105841_029702_036252_953A,Sentinel-1A,2019-10-31 10:58:14+00:00,ASCENDING,55,29702,VV+VH,4568.3,11.0
S1A_IW_SLC__1SDV_20191031T105839_20191031T105906_029702_036252_B4FD,Sentinel-1A,2019-10-31 10:58:39+00:00,ASCENDING,55,29702,VV+VH,4594.7,0.0
S1A_IW_SLC__1SDV_20191112T105814_20191112T105841_029877_036872_2D9C,Sentinel-1A,2019-11-12 10:58:14+00:00,ASCENDING,55,29877,VV+VH,4586.8,11.0
S1A_IW_SLC__1SDV_20191112T105839_20191112T105906_029877_036872_D17E,Sentinel-1A,2019-11-12 10:58:39+00:00,ASCENDING,55,29877,VV+VH,4591.4,0.0
S1A_IW_SLC__1SDV_20191124T105814_20191124T105841_030052_036E82_C49E,Sentinel-1A,2019-11-24 10:58:14+00:00,ASCENDING,55,30052,VV+VH,4552.6,11.0
S1A_IW_SLC__1SDV_20191124T105839_20191124T105906_030052_036E82_9918,Sentinel-1A,2019-11-24 10:58:39+00:00,ASCENDING,55,30052,VV+VH,4580.5,0.0
S1A_IW_SLC__1SDV_20191206T105812_20191206T105840_030227_037491_2E87,Sentinel-1A,2019-12-06 10:58:12+00:00,ASCENDING,55,30227,VV+VH,4677.0,11.0
S1A_IW_SLC__1SDV_20191206T105838_20191206T105905_030227_037491_D80E,Sentinel-1A,2019-12-06 10:58:38+00:00,ASCENDING,55,30227,VV+VH,4533.2,0.0
S1A_IW_SLC__1SDV_20191218T105813_20191218T105840_030402_037A9F_8D79,Sentinel-1A,2019-12-18 10:58:13+00:00,ASCENDING,55,30402,VV+VH,4539.7,11.0
S1A_IW_SLC__1SDV_20191218T105838_20191218T105905_030402_037A9F_D63F,Sentinel-1A,2019-12-18 10:58:38+00:00,ASCENDING,55,30402,VV+VH,4568.0,0.0
S1A_IW_SLC__1SDV_20191230T105812_20191230T105839_030577_0380A2_F1B4,Sentinel-1A,2019-12-30 10:58:12+00:00,ASCENDING,55,30577,VV+VH,4528.3,11.0
S1A_IW_SLC__1SDV_20191230T105837_20191230T105904_030577_0380A2_81AE,Sentinel-1A,2019-12-30 10:58:37+00:00,ASCENDING,55,30577,VV+VH,4556.7,0.0
S1A_IW_SLC__1SDV_20200111T105812_20200111T105839_030752_0386B0_3A91,Sentinel-1A,2020-01-11 10:58:12+00:00,ASCENDING,55,30752,VV+VH,4536.5,11.0
S1A_IW_SLC__1SDV_20200111T105837_20200111T105904_030752_0386B0_D5AA,Sentinel-1A,2020-01-11 10:58:37+00:00,ASCENDING,55,30752,VV+VH,4544.3,0.0
S1A_IW_SLC__1SDV_20200123T105812_20200123T105838_030927_038CD4_D9FF,Sentinel-1A,2020-01-23 10:58:12+00:00,ASCENDING,55,30927,VV+VH,4556.6,11.0
S1A_IW_SLC__1SDV_20200123T105836_20200123T105903_030927_038CD4_9F3A,Sentinel-1A,2020-01-23 10:58:36+00:00,ASCENDING,55,30927,VV+VH,4586.0,0.0
S1A_IW_SLC__1SDV_20200204T105811_20200204T105838_031102_0392FA_C6FC,Sentinel-1A,2020-02-04 10:58:11+00:00,ASCENDING,55,31102,VV+VH,4577.4,11.0
S1A_IW_SLC__1SDV_20200204T105836_20200204T105903_031102_0392FA_EB2F,Sentinel-1A,2020-02-04 10:58:36+00:00,ASCENDING,55,31102,VV+VH,4574.7,0.0
S1A_IW_SLC__1SDV_20200216T105810_20200216T105838_031277_039906_8FC1,Sentinel-1A,2020-02-16 10:58:10+00:00,ASCENDING,55,31277,VV+VH,4727.5,11.0
S1A_IW_SLC__1SDV_20200216T105836_20200216T105903_031277_039906_3E43,Sentinel-1A,2020-02-16 10:58:36+00:00,ASCENDING,55,31277,VV+VH,4558.4,0.0
S1A_IW_SLC__1SDV_20200228T105811_20200228T105838_031452_039F05_9511,Sentinel-1A,2020-02-28 10:58:11+00:00,ASCENDING,55,31452,VV+VH,4544.4,11.0
S1A_IW_SLC__1SDV_20200228T105835_20200228T105902_031452_039F05_E6BD,Sentinel-1A,2020-02-28 10:58:35+00:00,ASCENDING,55,31452,VV+VH,4579.1,0.0
S1A_IW_SLC__1SDV_20200311T105811_20200311T105838_031627_03A51C_3E5C,Sentinel-1A,2020-03-11 10:58:11+00:00,ASCENDING,55,31627,VV+VH,4539.6,11.0
S1A_IW_SLC__1SDV_20200311T105836_20200311T105903_031627_03A51C_20E7,Sentinel-1A,2020-03-11 10:58:36+00:00,ASCENDING,55,31627,VV+VH,4569.0,0.0
S1A_IW_SLC__1SDV_20200323T105811_20200323T105838_031802_03AB48_CF18,Sentinel-1A,2020-03-23 10:58:11+00:00,ASCENDING,55,31802,VV+VH,4579.3,11.0
S1A_IW_SLC__1SDV_20200323T105836_20200323T105903_031802_03AB48_3991,Sentinel-1A,2020-03-23 10:58:36+00:00,ASCENDING,55,31802,VV+VH,4599.1,0.0
S1A_IW_SLC__1SDV_20200404T105811_20200404T105838_031977_03B170_D043,Sentinel-1A,2020-04-04 10:58:11+00:00,ASCENDING,55,31977,VV+VH,4602.6,11.0
S1A_IW_SLC__1SDV_20200404T105836_20200404T105903_031977_03B170_380B,Sentinel-1A,2020-04-04 10:58:36+00:00,ASCENDING,55,31977,VV+VH,4621.7,0.0
S1A_IW_SLC__1SDV_20200416T105812_20200416T105839_032152_03B795_DD4A,Sentinel-1A,2020-04-16 10:58:12+00:00,ASCENDING,55,32152,VV+VH,4581.0,11.0
S1A_IW_SLC__1SDV_20200416T105837_20200416T105903_032152_03B795_863F,Sentinel-1A,2020-04-16 10:58:37+00:00,ASCENDING,55,32152,VV+VH,4596.8,0.0
S1A_IW_SLC__1SDV_20200428T105812_20200428T105839_032327_03BDBA_D746,Sentinel-1A,2020-04-28 10:58:12+00:00,ASCENDING,55,32327,VV+VH,4569.7,11.0
S1A_IW_SLC__1SDV_20200428T105837_20200428T105904_032327_03BDBA_7EFF,Sentinel-1A,2020-04-28 10:58:37+00:00,ASCENDING,55,32327,VV+VH,4591.4,0.0
S1A_IW_SLC__1SDV_20200510T105813_20200510T105840_032502_03C39C_883E,Sentinel-1A,2020-05-10 10:58:13+00:00,ASCENDING,55,32502,VV+VH,4584.5,11.0
S1A_IW_SLC__1SDV_20200510T105838_20200510T105905_032502_03C39C_504E,Sentinel-1A,2020-05-10 10:58:38+00:00,ASCENDING,55,32502,VV+VH,4607.2,0.0
S1A_IW_SLC__1SDV_20200522T105814_20200522T105840_032677_03C8E9_04FC,Sentinel-1A,2020-05-22 10:58:14+00:00,ASCENDING,55,32677,VV+VH,4606.9,11.0
S1A_IW_SLC__1SDV_20200522T105838_20200522T105905_032677_03C8E9_99FC,Sentinel-1A,2020-05-22 10:58:38+00:00,ASCENDING,55,32677,VV+VH,4623.1,0.0
S1A_IW_SLC__1SDV_20200603T105814_20200603T105841_032852_03CE23_E38C,Sentinel-1A,2020-06-03 10:58:14+00:00,ASCENDING,55,32852,VV+VH,4599.8,11.0
S1A_IW_SLC__1SDV_20200603T105839_20200603T105906_032852_03CE23_42BC,Sentinel-1A,2020-06-03 10:58:39+00:00,ASCENDING,55,32852,VV+VH,4612.5,0.0
S1A_IW_SLC__1SDV_20200615T105815_20200615T105842_033027_03D35B_AA39,Sentinel-1A,2020-06-15 10:58:15+00:00,ASCENDING,55,33027,VV+VH,4614.5,11.0
S1A_IW_SLC__1SDV_20200615T105840_20200615T105907_033027_03D35B_1065,Sentinel-1A,2020-06-15 10:58:40+00:00,ASCENDING,55,33027,VV+VH,4624.5,0.0
S1A_IW_SLC__1SDV_20200627T105816_20200627T105843_033202_03D8AC_4FA5,Sentinel-1A,2020-06-27 10:58:16+00:00,ASCENDING,55,33202,VV+VH,4580.6,11.0
S1A_IW_SLC__1SDV_20200627T105840_20200627T105907_033202_03D8AC_8907,Sentinel-1A,2020-06-27 10:58:40+00:00,ASCENDING,55,33202,VV+VH,4608.4,0.0
S1A_IW_SLC__1SDV_20200709T105816_20200709T105843_033377_03DDFB_EDB1,Sentinel-1A,2020-07-09 10:58:16+00:00,ASCENDING,55,33377,VV+VH,4579.6,11.0
S1A_IW_SLC__1SDV_20200709T105841_20200709T105908_033377_03DDFB_9025,Sentinel-1A,2020-07-09 10:58:41+00:00,ASCENDING,55,33377,VV+VH,4599.5,0.0
S1A_IW_SLC__1SDV_20200721T105817_20200721T105844_033552_03E358_A624,Sentinel-1A,2020-07-21 10:58:17+00:00,ASCENDING,55,33552,VV+VH,4567.1,11.0
S1A_IW_SLC__1SDV_20200721T105842_20200721T105909_033552_03E358_9C1A,Sentinel-1A,2020-07-21 10:58:42+00:00,ASCENDING,55,33552,VV+VH,4613.7,0.0
S1A_IW_SLC__1SDV_20200802T105818_20200802T105845_033727_03E8B9_361A,Sentinel-1A,2020-08-02 10:58:18+00:00,ASCENDING,55,33727,VV+VH,4616.4,11.0
S1A_IW_SLC__1SDV_20200802T105843_20200802T105910_033727_03E8B9_9141,Sentinel-1A,2020-08-02 10:58:43+00:00,ASCENDING,55,33727,VV+VH,4636.4,0.0
S1A_IW_SLC__1SDV_20200814T105819_20200814T105845_033902_03EE9F_09E2,Sentinel-1A,2020-08-14 10:58:19+00:00,ASCENDING,55,33902,VV+VH,4587.6,11.0
S1A_IW_SLC__1SDV_20200814T105843_20200814T105910_033902_03EE9F_64AA,Sentinel-1A,2020-08-14 10:58:43+00:00,ASCENDING,55,33902,VV+VH,4613.4,0.0
S1A_IW_SLC__1SDV_20200826T105819_20200826T105846_034077_03F4D0_0644,Sentinel-1A,2020-08-26 10:58:19+00:00,ASCENDING,55,34077,VV+VH,4586.7,11.0
S1A_IW_SLC__1SDV_20200826T105844_20200826T105911_034077_03F4D0_6D06,Sentinel-1A,2020-08-26 10:58:44+00:00,ASCENDING,55,34077,VV+VH,4610.3,0.0
S1A_IW_SLC__1SDV_20200907T105820_20200907T105847_034252_03FAF7_5105,Sentinel-1A,2020-09-07 10:58:20+00:00,ASCENDING,55,34252,VV+VH,4591.8,11.0
S1A_IW_SLC__1SDV_20200907T105845_20200907T105912_034252_03FAF7_16B8,Sentinel-1A,2020-09-07 10:58:45+00:00,ASCENDING,55,34252,VV+VH,4617.9,0.0
S1A_IW_SLC__1SDV_20200919T105820_20200919T105847_034427_04012C_36AA,Sentinel-1A,2020-09-19 10:58:20+00:00,ASCENDING,55,34427,VV+VH,4630.5,11.0
S1A_IW_SLC__1SDV_20200919T105845_20200919T105912_034427_04012C_5328,Sentinel-1A,2020-09-19 10:58:45+00:00,ASCENDING,55,34427,VV+VH,4624.7,0.0
S1A_IW_SLC__1SDV_20201001T105820_20201001T105847_034602_04074E_C7AD,Sentinel-1A,2020-10-01 10:58:20+00:00,ASCENDING,55,34602,VV+VH,4594.1,11.0
S1A_IW_SLC__1SDV_20201001T105845_20201001T105912_034602_04074E_0648,Sentinel-1A,2020-10-01 10:58:45+00:00,ASCENDING,55,34602,VV+VH,4624.8,0.0
S1A_IW_SLC__1SDV_20201013T105821_20201013T105848_034777_040D6B_72A1,Sentinel-1A,2020-10-13 10:58:21+00:00,ASCENDING,55,34777,VV+VH,4581.7,11.0
S1A_IW_SLC__1SDV_20201013T105846_20201013T105913_034777_040D6B_8576,Sentinel-1A,2020-10-13 10:58:46+00:00,ASCENDING,55,34777,VV+VH,4607.7,0.0
S1A_IW_SLC__1SDV_20201025T105821_20201025T105848_034952_04137D_6AB7,Sentinel-1A,2020-10-25 10:58:21+00:00,ASCENDING,55,34952,VV+VH,4564.4,11.0
S1A_IW_SLC__1SDV_20201025T105845_20201025T105912_034952_04137D_373F,Sentinel-1A,2020-10-25 10:58:45+00:00,ASCENDING,55,34952,VV+VH,4593.5,0.0
S1A_IW_SLC__1SDV_20201106T105820_20201106T105847_035127_04197D_BE18,Sentinel-1A,2020-11-06 10:58:20+00:00,ASCENDING,55,35127,VV+VH,4565.5,11.0
S1A_IW_SLC__1SDV_20201106T105845_20201106T105912_035127_04197D_FBB1,Sentinel-1A,2020-11-06 10:58:45+00:00,ASCENDING,55,35127,VV+VH,4592.1,0.0
S1A_IW_SLC__1SDV_20201118T105820_20201118T105847_035302_041FA1_66CE,Sentinel-1A,2020-11-18 10:58:20+00:00,ASCENDING,55,35302,VV+VH,4577.9,11.0
S1A_IW_SLC__1SDV_20201118T105845_20201118T105912_035302_041FA1_05EB,Sentinel-1A,2020-11-18 10:58:45+00:00,ASCENDING,55,35302,VV+VH,4603.1,0.0
S1A_IW_SLC__1SDV_20201130T105820_20201130T105847_035477_0425A6_9F34,Sentinel-1A,2020-11-30 10:58:20+00:00,ASCENDING,55,35477,VV+VH,4526.1,11.0
S1A_IW_SLC__1SDV_20201130T105845_20201130T105912_035477_0425A6_F8D4,Sentinel-1A,2020-11-30 10:58:45+00:00,ASCENDING,55,35477,VV+VH,4545.0,0.0
S1A_IW_SLC__1SDV_20201212T105819_20201212T105846_035652_042BA9_86AA,Sentinel-1A,2020-12-12 10:58:19+00:00,ASCENDING,55,35652,VV+VH,4531.2,11.0
S1A_IW_SLC__1SDV_20201212T105844_20201212T105911_035652_042BA9_9A26,Sentinel-1A,2020-12-12 10:58:44+00:00,ASCENDING,55,35652,VV+VH,4560.4,0.0
S1A_IW_SLC__1SDV_20201224T105818_20201224T105846_035827_0431AD_D356,Sentinel-1A,2020-12-24 10:58:18+00:00,ASCENDING,55,35827,VV+VH,4504.1,11.0
S1A_IW_SLC__1SDV_20201224T105844_20201224T105911_035827_0431AD_5805,Sentinel-1A,2020-12-24 10:58:44+00:00,ASCENDING,55,35827,VV+VH,4353.2,0.0
S1A_IW_SLC__1SDV_20210105T105818_20210105T105845_036002_0437C1_919F,Sentinel-1A,2021-01-05 10:58:18+00:00,ASCENDING,55,36002,VV+VH,4315.7,11.0
S1A_IW_SLC__1SDV_20210105T105843_20210105T105910_036002_0437C1_9B8F,Sentinel-1A,2021-01-05 10:58:43+00:00,ASCENDING,55,36002,VV+VH,4342.9,0.0
S1A_IW_SLC__1SDV_20210117T105818_20210117T105845_036177_043DE3_23C5,Sentinel-1A,2021-01-17 10:58:18+00:00,ASCENDING,55,36177,VV+VH,4307.0,11.0
S1A_IW_SLC__1SDV_20210117T105842_20210117T105909_036177_043DE3_F4FD,Sentinel-1A,2021-01-17 10:58:42+00:00,ASCENDING,55,36177,VV+VH,4335.8,0.0
S1A_IW_SLC__1SDV_20210129T105817_20210129T105844_036352_044401_8192,Sentinel-1A,2021-01-29 10:58:17+00:00,ASCENDING,55,36352,VV+VH,4307.9,11.0
S1A_IW_SLC__1SDV_20210129T105842_20210129T105909_036352_044401_6236,Sentinel-1A,2021-01-29 10:58:42+00:00,ASCENDING,55,36352,VV+VH,4335.8,0.0
S1A_IW_SLC__1SDV_20210210T105817_20210210T105844_036527_044A16_DE94,Sentinel-1A,2021-02-10 10:58:17+00:00,ASCENDING,55,36527,VV+VH,4352.2,11.0
S1A_IW_SLC__1SDV_20210210T105842_20210210T105909_036527_044A16_2A7E,Sentinel-1A,2021-02-10 10:58:42+00:00,ASCENDING,55,36527,VV+VH,4382.0,0.0
S1A_IW_SLC__1SDV_20210222T105817_20210222T105844_036702_045031_4709,Sentinel-1A,2021-02-22 10:58:17+00:00,ASCENDING,55,36702,VV+VH,4333.9,11.0
S1A_IW_SLC__1SDV_20210222T105841_20210222T105908_036702_045031_34CF,Sentinel-1A,2021-02-22 10:58:41+00:00,ASCENDING,55,36702,VV+VH,4389.4,0.0
S1A_IW_SLC__1SDV_20210306T105817_20210306T105844_036877_045643_9033,Sentinel-1A,2021-03-06 10:58:17+00:00,ASCENDING,55,36877,VV+VH,4354.5,11.0
S1A_IW_SLC__1SDV_20210306T105841_20210306T105908_036877_045643_8469,Sentinel-1A,2021-03-06 10:58:41+00:00,ASCENDING,55,36877,VV+VH,4379.6,0.0
S1A_IW_SLC__1SDV_20210318T105817_20210318T105844_037052_045C5D_0765,Sentinel-1A,2021-03-18 10:58:17+00:00,ASCENDING,55,37052,VV+VH,4367.5,11.0
S1A_IW_SLC__1SDV_20210318T105841_20210318T105908_037052_045C5D_ECFB,Sentinel-1A,2021-03-18 10:58:41+00:00,ASCENDING,55,37052,VV+VH,4408.4,0.0
S1A_IW_SLC__1SDV_20210330T105817_20210330T105844_037227_04626B_9EC5,Sentinel-1A,2021-03-30 10:58:17+00:00,ASCENDING,55,37227,VV+VH,4363.3,11.0
S1A_IW_SLC__1SDV_20210330T105842_20210330T105909_037227_04626B_7E11,Sentinel-1A,2021-03-30 10:58:42+00:00,ASCENDING,55,37227,VV+VH,4400.2,0.0
S1A_IW_SLC__1SDV_20210411T105817_20210411T105844_037402_046875_2937,Sentinel-1A,2021-04-11 10:58:17+00:00,ASCENDING,55,37402,VV+VH,4392.0,11.0
